,Category,name,destinations,age_group,tour_type_des,Vendors,Duration,price,Destination_link
761,Active Adventure,"Package 14 Days 13 Nights to Pyramids, Oasis , Luxor & Aswan Cruise"," Cairo, Giza, Bahariya Oasis, White Desert, Farafra, Dakhla, Kharga Oasis, Luxor, Valley of the Kings, Valley of the Queens, Esna, Edfu, Kom Ombo, Philae, Aswan+7 more", 3 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,14 days,2.361,142869
762,Active Adventure,"Package 12 Days 11 Nights Luxury Cairo, Luxor, Aswan & Lake Cruise"," Cairo, Giza, Luxor, Esna, Edfu, Kom Ombo, Aswan, Abu Simbel, Alexandria ", 3 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,12 days,4.124,143532
763,In-depth Cultural,3 Days Cairo City Break at Hotel 5* Stars," Cairo, Giza ", 4 to 80 ,"Family, Custom, Private, Partially Guided, Christmas & New Year+2 more", Ibermundo Travel Egypt,3 days,375,148041
764,Explorer,Package 8 Days 7 Nights Cairo & New Year Cruise by Air," Cairo, Giza, Luxor, Valley of the Kings, Valley of the Queens, Edfu, Kom Ombo, Aswan, Philae+2 more", 3 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,8 days,2.420,169318
765,Active Adventure,Adventrious 2 cities trip ~ Cairo; Luxor," Cairo, Luxor ", 18 to 80 ,"Group, Partially Guided, Christmas & New Year+1 more",ToBadaa,4 days,525,184907
766,In-depth Cultural,"Egypt Tour Cairo, Pyramids, Egyptian Museum & Coptic Cairo"," Cairo, Saqqarah, Memphis ", 2 to 90 ,"Family, Private, Group, Fully Guided, Historical, Christmas & New Year+3 more",Zoubir Tours,4 days,588,210839
767,Explorer,4 Day tour Luxor and Aswan," Luxor, Aswan ", 1 to 99 ,Christmas & New Year,Ancient Egypt Tours,4 days,436,232317
768,,2 DAYS 1 NIGHT CAIRO TOUR PACKAGE," Cairo, Giza ", 1 to 100 ,Christmas & New Year,Marko Egypt Tours,2 days,86,241581
769,In-depth Cultural,Cairo and Giza Uncovered in 4 Days," Cairo, Giza ", 4 to 64 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Your Egypt Tours,4 days,817,110929
770,In-depth Cultural,"Package 8 Days 7 Nights to Luxury Egypt, Luxor & Aswan"," Cairo, Giza, Luxor, Edfu, Kom Ombo, Aswan ", 3 to 100 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,8 days,2.379,142966
771,In-depth Cultural,Package 15 Days 14 Nights Egyptian Adventure Tour," Cairo, Giza, El Alamein, Siwa Oasis, Bahariya Oasis, White Desert, Farafra, Dakhla, Kharga Oasis, Luxor, Edfu, Kom Ombo, Aswan+6 more", 3 to 100 ,"Active Adventure, Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,15 days,3.402,144662
772,Active Adventure,"Alexandria,The Pearl of the Mediterranean; Unforgettable Trip + Cairo day-use"," Cairo, Alexandria ", 18 to 80 ,"Group, Partially Guided, Christmas & New Year+1 more",ToBadaa,4 days,306,184897
773,In-depth Cultural,6 Days Private Package To Cairo & Giza & Alexandria & Fayoum & Dinner Cruise & Royal Mummies & Felucca Nile, Cairo , 1 to 100 ,Christmas & New Year,Marko Egypt Tours,6 days,245,241493
774,In-depth Cultural,3 Days 2 Nights Visiting Cairo Highlights," Cairo, Giza ", 1 to 100 ,"Family, Private, Fully Guided, Coach / Bus, Christmas & New Year+3 more",Marko Egypt Tours,4 days,104,175934
775,Explorer,3 Days Trip to Luxor & Edfu & Kom Ombo Temples," Luxor, Edfu, Kom Ombo ", 1 to 99 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Ancient Egypt Tours,3 days,318,232313
776,Explorer,4 Days Trip to Aswan & Luxor," Aswan, Luxor ", 1 to 99 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Ancient Egypt Tours,4 days,436,232356
777,Active Adventure,Cairo & Alexandria 3 days," Cairo, Alexandria ", 2 to 90 ,"Family, Private, Group, Partially Guided, Explorer, Christmas & New Year+3 more",ToBadaa,4 days,545,139179
778,In-depth Cultural,Cairo & Luxor discovery," Cairo, Giza, Saqqarah, Luxor ", 10 to 80 ,"Family, Group, Partially Guided, Explorer, Historical, Christmas & New Year+4 more",Desertbrise Travel,6 days,1.520,168390
779,Explorer,4 Days Trip to Luxor & Dendera and Abydos," Luxor, Dendera, Abydos ", 1 to 99 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Ancient Egypt Tours,4 days,363,232344
780,Active Adventure,Voyages of Egypt, Cairo , 18 to 90 ,"Group, Partially Guided, Christmas & New Year+1 more",Culture Holidays Private Limited,10 days,2.064,164759
781,In-depth Cultural,Luxury Ultimate Egypt," Cairo, Luxor, Esna, Edfu, Kom Ombo, Aswan ", 6 to 84 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Luxury Destination,14 days,9.039,223578
782,,"Cairo: Giza Pyramid, Sakkara & Memphis Full Day Guided Tour with Lunch"," Cairo, Giza, Saqqarah, Memphis ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,1 day,32,215570
783,In-depth Cultural,"Splendours of Egypt (Classic, Winter, 12 Days)"," Cairo, Luxor, Dendera, Edfu, Aswan, Kom Ombo ", 5 to 99 ,"Active Adventure, Family, Private, Group, Fully Guided, Explorer, Christmas & New Year+4 more",Insight Vacations,12 days,3.856,189015
784,Explorer,Egypt Desert Safari Camping Tour 3 days," White Desert, Bahariya Oasis, Cairo ", 8 to 80 ,"Family, Camping, Group, Partially Guided, Christmas & New Year+2 more",Deluxe Travel,3 days,218,133286
785,River Cruise,Nile Cruise from Aswan to Luxor deluxe," Aswan, Kom Ombo, Luxor ", 2 to 70 ,"Family, Group, Partially Guided, Historical, Christmas & New Year+3 more",Desertbrise Travel,4 days,949,164453
786,,"Luxor : Full-Day Private Tour of the valley of the Kings , Karnak & Luxor  Temples and More"," Luxor, Valley of the Kings ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,1 day,45,216321
787,In-depth Cultural,"Splendours of Egypt (Small Groups, Winter, 12 Days)"," Cairo, Luxor, Dendera, Edfu, Aswan, Kom Ombo ", 5 to 99 ,"Family, Private, Group, Fully Guided, Sailing, Historical+3 more",Insight Vacations,12 days,3.966,192515
788,River Cruise,5 Days 4 Nights Nile Cruise From Cairo By Flight," Cairo, Luxor, Edfu, Kom Ombo, Aswan ", 1 to 99 ,"Family, Private, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",Booking To Egypt,5 days,717,174396
789,In-depth Cultural,3 Days Cairo tour," Cairo, Giza ", 1 to 100 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,3 days,291,216679
790,In-depth Cultural,Cairo Luxor Aswan Abu Simbel 4 days tour," Cairo, Luxor, Abu Simbel, Aswan ", 12 to 75 ,"Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Deluxe Travel,4 days,772,174007
791,In-depth Cultural,7 Days Cairo & Alexandria," Cairo, Giza, Alexandria ", 1 to 100 ,"Family, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Booking To Egypt,7 days,806,191879
792,Safari,"Package 4 Days Fayoum Oasis, White Desert and Bahariya Oasis Tour"," Cairo, Faiyum, Bahariya Oasis, White Desert ", 1 to 99 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,4 days,495,228273
793,In-depth Cultural,Egypt by Land," Cairo, Giza, Aswan, Kom Ombo, Edfu, Luxor, Valley of the Kings ", 5 to 75 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more", Ibermundo Travel Egypt,8 days,478,153878
794,Sailing,6 Days Cairo & Nile Cruise Tour Package," Cairo, Aswan, Kom Ombo, Edfu, Luxor ", 1 to 98 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Booking To Egypt,6 days,989,177752
795,River Cruise,5 Days – 4 Nights Nile Cruise From Luxor," Luxor, Aswan ", 2 to 85 ,"Family, Group, Partially Guided, Explorer, Historical, Christmas & New Year+4 more",Booking To Egypt,5 days,954,138858
796,In-depth Cultural,Aswan to Luxor Wheelchair Sonesta Star Goddess Nile Cruise," Aswan, Philae, Kom Ombo, Edfu, Esna, Valley of the Kings, Valley of the Queens, Luxor+1 more", 3 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,4 days,2.121,145992
797,In-depth Cultural,3-Day Luxor City Break," Luxor, Valley of the Queens, Valley of the Kings ", 3 to 80 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,3 days,254,136793
798,In-depth Cultural,Aswan To Luxor Wheelchair Mozart Nile Cruise," Aswan, Kom Ombo, Edfu, Esna, Luxor, Valley of the Kings ", 5 to 100 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Sun Pyramid Tours,4 days,1.504,169325
799,Explorer,7 Days Cairo & Nile Cruise by Flight," Cairo, Aswan, Kom Ombo, Edfu, Luxor ", 1 to 100 ,"Family, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Booking To Egypt,7 days,1.266,191878
800,In-depth Cultural,"7 Days Cairo, Alexandria, Luxor & Aswan"," Cairo, Giza, Alexandria, Luxor, Aswan ", 1 to 100 ,"Family, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Booking To Egypt,7 days,1.363,191880
801,In-depth Cultural,Package 3 Days 2 Nights to Cairo & The Pyramids," Cairo, Giza ", 3 to 100 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,3 days,250,142394
802,In-depth Cultural,"8 Days Cairo, Luxor & Sharm El Sheikh trip"," Cairo, Luxor, Sharm el-Sheikh ", 1 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Booking To Egypt,8 days,1.272,191533
803,Explorer,"9 Days Cairo, Nile Cruise & Hurghada"," Cairo, Giza, Aswan, Kom Ombo, Edfu, Luxor, Hurghada ", 1 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Booking To Egypt,9 days,1.476,191775
804,,2 Day Cairo Adventure Tours - White Desert and Fayoum Oasis Private Tours," Cairo, White Desert, Bahariya Oasis, Faiyum ", 1 to 99 ,"Family, Private, Fully Guided, In-depth Cultural, Christmas & New Year+3 more",Sun Pyramid Tours,2 days,309,228134
805,In-depth Cultural,Luxury Travel to Cairo Egypt – Four Seasons Hotel," Cairo, Giza ", 1 to 100 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,4 days,759,145224
806,In-depth Cultural,"6 Days Cairo, Luxor & Aswan Tour"," Cairo, Giza, Aswan, Luxor ", 1 to 100 ,"Family, Private, Fully Guided, Sightseeing, Christmas & New Year+3 more",Booking To Egypt,6 days,1.090,192006
807,River Cruise,Nile Cruise for 3 Nights (Private Tour)," Aswan, Edfu, Luxor ", 6 to 65 ,"Family, Private, Fully Guided, Explorer, Historical, Christmas & New Year+4 more",WiseYatra,4 days,733,238961
808,Explorer,Discover Egypt on luxury adventure 7 Nights hurghada city &7 Nights Nile cruise," Hurghada, Luxor, Edfu, Kom Ombo, Aswan ", 1 to 99 ,"Private, Fully Guided, Christmas & New Year+1 more",Itaca Holiday,15 days,1.090,240721
809,In-depth Cultural,4 Day: Cairo and Alexandria Short Break," Cairo, Giza, Alexandria ", 3 to 100 ,"Active Adventure, Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,4 days,437,145044
810,Explorer,"9 Days Cairo, Alexandria & Nile Cruise Tour Package by Flight"," Cairo, Aswan, Kom Ombo, Edfu, Luxor, Alexandria ", 1 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Booking To Egypt,9 days,1.799,191817
811,,2 Day: Cairo Short Break," Cairo, Giza ", 1 to 99 ,"Family, Private, Fully Guided, Historical, Christmas & New Year+3 more",Sun Pyramid Tours,2 days,181,203068
812,Explorer,Cairo 4 days," Cairo, Giza ", 3 to 99 ,Family,Receptivo Aborigen Tours,4 days,491,208626
813,In-depth Cultural,3 Days 2 Nights Package To Luxor From Cairo By VIP Train," Cairo, Luxor, Valley of the Kings, Valley of the Queens ", 1 to 100 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,3 days,209,222440
814,Explorer,Ultimate Egypt 2024," Cairo, Giza, Luxor, Valley of the Kings, Edfu, Kom Ombo, Aswan, Abu Simbel ", 25 to 99 ,"Private, Group, Fully Guided, Sailing+2 more",Culture Trip,9 days,2.507,242216
815,Explorer,Cairo City Break," Cairo, Giza, Saqqarah, Alexandria ", 8 to 95 ,"Family, Private, Group, Partially Guided, Christmas & New Year+2 more",Encounters Travel,4 days,520,99088
816,Beach,5* Honeymoon Package at Sharm-el-Sheikh for 5 nights / 6 Days, Sharm el-Sheikh , 1 to 90 ,"Family, Honeymoon, Group, Partially Guided, Christmas & New Year+2 more",ETL Travel,6 days,727,158716
817,Explorer,"9 Days Luxury Cairo , Nile Cruise & Alexandria"," Cairo, Aswan, Kom Ombo, Edfu, Luxor, Alexandria ", 1 to 100 ,"Family, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Booking To Egypt,9 days,1.623,191819
818,Explorer,12-Day Egypt Nile Cruise Heritage Tour with Beach Holiday," Cairo, Luxor, Edfu, Kom Ombo, Aswan ", 2 to 80 ,"Family, Private, Fully Guided, Historical, Christmas & New Year+3 more",Agate Travel,12 days,3.696,202714
819,In-depth Cultural,"NEW EGYPT TOUR 12 Days BY Cairo, Nile Cruise Luxor, Aswan, Lake Nasser"," Cairo, Giza, Luxor, Aswan ", 5 to 85 ,"Private, Fully Guided, Christmas & New Year+1 more", Ibermundo Travel Egypt,12 days,2.655,236711
820,Active Adventure,St. Catherine from Cairo," Cairo, Mount Sinai ", 5 to 70 ,Christmas & New Year,ETL Travel,3 days,273,240664
821,Active Adventure,Cairo/Taba 3 Days / 2 Nights," Cairo, Taba ", 10 to 70 ,,ETL Travel,3 days,291,240822
822,In-depth Cultural,"8 Days Alexandria, Cairo & Luxor Tour Package"," Alexandria, Cairo, Luxor ", 1 to 100 ,"Family, Private, Group, Partially Guided, Sightseeing, Christmas & New Year+3 more",Booking To Egypt,8 days,1.136,191457
823,Explorer,Classical Tour 4 Days," Cairo, Giza ", 1 to 90 ,Family,ETL Travel,4 days,309,241884
824,Active Adventure,3 Days Trip To Siwa Oasis and Western Desert From Cairo," Cairo, El Alamein, Siwa Oasis ", 1 to 88 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,3 days,518,222965
825,Active Adventure,Cairo & Luxor Tour," Cairo, Luxor ", 1 to 80 ,"Family, Group, Partially Guided, Explorer, Christmas & New Year+3 more",ToBadaa,7 days,610,139180
826,Active Adventure,Sharm-El-Sheikh 5 days / 4 nights, Sharm el-Sheikh , 1 to 100 ,,ETL Travel,5 days,254,241485
827,,"Cairo: Giza Pyramids , Sphinx, Saqqara & Dahshur Full-Day Guided Tour With Lunch"," Cairo, Giza, Saqqarah ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,1 day,41,216140
828,In-depth Cultural,Premium Egypt in Depth," Cairo, Alexandria, Luxor, Edfu, Aswan, Abu Simbel ", 15 to 99 ,"Group, Fully Guided, Historical, Christmas & New Year+2 more",Intrepid Premium,15 days,4.016,215350
829,,Cairo : Tour to Giza Pyramids & Sphinx with Egyptian and Civilization Museums including Lunch," Cairo, Giza ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,1 day,41,216686
830,,Full Day Tour The Pyramids of Giza & the Egyptian Museum With Nile Dinner Cruise-Combo Deal, Cairo , 2 to 75 ,"inations
 Cairo Age Range
 2 to 75 year olds ",Look at Egypt Tours ,1 day,144,203449
831,Explorer,EGYPTIAN VACATIONS, Cairo , 18 to 90 ,"Group, Partially Guided",Culture Holidays Private Limited,12 days,2.783,224880
832,In-depth Cultural,Festive King Ramses with Cruise - 13 days," Cairo, Giza, Saqqarah, Aswan, Philae, Kom Ombo, Luxor, Valley of the Kings, Hurghada+1 more", 18 to 80 ,"Boat, Group, Fully Guided, Historical, Christmas & New Year+2 more",On The Go Tours,13 days,2.825,162684
833,Explorer,Nile Cruise," Cairo, Giza, Luxor, Valley of the Kings, Edfu, Kom Ombo, Aswan ", 16 to 99 ,"River Cruise, Group, Fully Guided, Historical, Christmas & New Year+3 more",Exodus Travels,9 days,1.679,101081
834,Safari,4 days tour to Alexandria and Siwa oasis from Cairo," Cairo, Alexandria, Siwa Oasis ", 5 to 99 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Marsa Alam Tours,4 days,772,229399
835,In-depth Cultural,"Cairo on the Budget :  4 Days Guided Tours Cairo , Giza and Alexandria Guided Tours"," Cairo, Giza, Alexandria ", 1 to 99 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,4 days,291,171959
836,In-depth Cultural,Abu Simbel Sun Festival," Cairo, Aswan, Abu Simbel, Edfu, Kom Ombo, Luxor ", 8 to 95 ,"Family, Private, Group, Fully Guided+1 more",Encounters Travel,9 days,1.680,102881
837,Explorer,Pyramids & Pharaohs in Egypt," Cairo, Giza, Aswan, Abu Simbel, Philae, Luxor, Valley of the Kings ", 16 to 80 ,"Active Adventure, Private, Group, Fully Guided, Sightseeing+2 more",Exodus Travels,9 days,1.949,186716
838,In-depth Cultural,Egypt Singles Tour and Nile Cruise 40's - 50's and 60's+ Singles Vacations," Cairo, Giza, Luxor, Kom Ombo, Edfu, Aswan, Abu Simbel ", 28 to 99 ,"River Cruise, Group, Partially Guided, Historical+2 more",Best Single Travel,10 days,2.357,129749
839,Active Adventure,"Package 13 Days 12 Nights to Cairo, Luxor , Aswan & Red Sea Vacation"," Cairo, Giza, Aswan, Philae, Kom Ombo, Edfu, Esna, Luxor, Qena, Abydos, Hurghada ", 3 to 100 ,"Family, Private, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,13 days,5.087,143486
840,In-depth Cultural,Nile Cruise & Aswan – Premium Adventure," Cairo, Giza, Luxor, Valley of the Kings, Edfu, Kom Ombo, Philae, Aswan, Abu Simbel ", 16 to 80 ,"River Cruise, Group, Fully Guided, Historical+2 more",Exodus Travels,9 days,3.349,226984
841,Explorer,Cairo & Alexandria Escape," Cairo, Giza, Alexandria ", 5 to 80 ,"Family, Group, Fully Guided, Historical+2 more",Globus,6 days,998,232642
842,Food & Culinary,Egypt's Homestay tour with the local  / Walk like an Egyptian and live like an Egyptian!, Cairo , 18 to 75 ,"Private, Fully Guided, Christmas & New Year+1 more",Ancient Power Travel LLC,7 days,908,240208
843,Explorer,Cairo Stopover - 3 Days, Cairo , 5 to 99 ,"Family, Private, Fully Guided, Historical, Christmas & New Year+3 more",On The Go Tours,3 days,410,8334
844,In-depth Cultural,"Cairo : 3-Days Guided tours Giza Pyramids , Egyptian Museum and Luxor Highlights"," Cairo, Giza, Luxor ", 1 to 85 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Egypt Best Holidays ,3 days,173,202502
845,Explorer,12 days/ 11 nights Classical tour (Cairo/Giza/Luxor and Aswan)," Cairo, Giza, Luxor, Aswan ", 4 to 90 ,,ETL Travel,12 days,1.999,240980
846,In-depth Cultural,"Elegance of the Nile (Small Groups, Summer, 11 Days)"," Cairo, Giza, Luxor, Aswan, Philae, Edfu, Abu Simbel, Esna ", 5 to 99 ,"Boat, Family, Private, Group, Fully Guided, Explorer, Coach / Bus+4 more",Luxury Gold,11 days,5.225,169101
847,,Full Day Pyramids of Giza & Sphinx & The Egyptian Museum & Old Cairo, Cairo , 2 to 76 ,"inations
 Cairo Age Range
 2 to 76 year olds ",Look at Egypt Tours ,1 day,120,202976
848,Explorer,Cruise Lake Nasser - 11 days," Cairo, Abu Simbel, Aswan, Luxor ", 5 to 99 ,"Family, River Cruise, Private, Fully Guided+2 more",On The Go Tours,11 days,3.105,8341
849,Active Adventure,"Package 12 Days 11 Nights to Pyramids, Luxor , Aswan & Oasis"," Cairo, Aswan, Kom Ombo, Edfu, Esna, Luxor, Kharga Oasis, Dakhla, Farafra, White Desert, Bahariya Oasis+2 more", 100 to 100 ,"Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,12 days,2.089,142872
850,Active Adventure,"Package 12 day 11 night to Pyramids, Luxor , Aswan & Hurghada"," Cairo, Giza, Aswan, Philae, Kom Ombo, Esna, Edfu, Valley of the Queens, Valley of the Kings, Luxor, Hurghada+3 more", 3 to 100 ,"Family, Private, Group, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,12 days,2.879,142340
851,Explorer,Egypt Honeymoon Package," Cairo, Giza, Aswan, Kom Ombo, Edfu, Luxor, Qena, Dendera, Abydos, Hurghada ", 3 to 100 ,"Family, Private, Honeymoon, Fully Guided, Christmas & New Year+2 more",Sun Pyramid Tours,13 days,5.457,147043
852,Explorer,Egypt with Nile Cruise (9 destinations)," Cairo, Giza, Luxor, Esna, Edfu, Kom Ombo, Aswan ", 5 to 80 ,"Family, River Cruise, Group, Fully Guided, Historical+3 more",Globus,9 days,2.191,238241
